Description,Word_No,Valence_Mean,Valence_Mean_SD,Arousal_Mean,Arousal_Mean_SD,Dominance_Mean,Dominance_Mean_SD,Word_Frequency,POS
slaughter,397,1.44,(0.91),6.71,(2.52),3.47,(2.91),10,NOUN
slave,398,1.62,(1.02),7.0,(2.74),2.76,(2.59),30,NOUN
sleep,399,7.03,(1.95),3.03,(2.95),5.79,(2.54),65,NOUN
slime,400,2.25,(1.61),5.53,(2.72),4.16,(2.05),1,NOUN
slow,982,3.91,(1.57),2.73,(2.00),4.23,(1.63),60,PROPN
slum,401,2.46,(1.33),5.0,(2.43),3.81,(2.12),8,NOUN
slush,983,4.67,(1.86),3.92,(2.30),4.96,(1.33),.,VERB
smallpox,402,2.54,(1.96),5.44,(2.06),4.04,(2.13),2,NOUN
smooth,984,6.48,(2.06),4.85,(2.62),5.32,(1.99),42,NOUN
snake,609,2.58,(1.68),6.92,(1.92),3.08,(1.73),44,PROPN
snob,403,3.6,(1.94),5.61,(2.29),5.03,(2.22),1,PROPN
snow,575,7.27,(1.54),6.12,(2.18),5.69,(1.89),59,NOUN
snuggle,404,8.0,(1.35),3.96,(2.96),5.57,(2.74),4,NOUN
social,985,7.25,(2.11),5.17,(2.39),6.48,(1.96),380,NOUN
soft,986,7.38,(1.32),4.32,(2.71),5.86,(1.98),61,PROPN
solemn,405,3.85,(1.35),3.3,(2.11),4.7,(1.56),12,PROPN
song,987,7.85,(1.46),6.8,(2.14),6.05,(2.21),70,NOUN
soothe,988,7.2,(2.27),4.31,(3.25),5.88,(2.03),2,NOUN
sour,989,4.18,(2.24),5.23,(2.11),4.5,(1.47),3,NOUN
space,574,6.76,(1.67),5.2,(2.18),5.16,(2.23),184,PROPN
spanking,990,2.33,(1.83),5.39,(2.73),3.22,(2.28),.,PROPN
sphere,991,5.23,(0.53),3.86,(1.62),4.95,(0.59),22,NOUN
spider,610,3.04,(1.51),5.92,(1.96),4.54,(2.06),2,NOUN
spirit,406,7.0,(1.41),5.59,(2.71),6.17,(2.28),182,VERB
spouse,407,7.58,(1.60),4.6,(2.77),5.36,(1.87),3,NOUN
spray,992,5.45,(1.50),3.8,(2.07),5.1,(1.17),16,NOUN
spring,993,8.0,(1.48),4.5,(2.69),6.18,(2.11),127,NOUN
square,408,4.69,(0.97),3.41,(1.76),4.48,(1.64),143,NOUN
stagnant,994,4.14,(1.93),3.91,(2.24),4.67,(1.53),5,NOUN
star,409,7.23,(1.84),5.73,(2.38),4.46,(2.04),25,NOUN
startled,410,4.56,(1.98),7.19,(2.00),3.96,(1.17),21,NOUN
starving,611,2.0,(1.23),5.23,(2.49),3.62,(2.14),6,PROPN
statue,995,5.23,(0.61),3.09,(1.82),4.45,(1.06),17,NOUN
stench,996,1.82,(1.37),4.57,(2.62),4.05,(2.13),1,PROPN
stiff,997,4.29,(1.95),3.86,(2.12),4.86,(1.71),21,NOUN
stink,411,3.13,(2.10),4.26,(2.18),4.22,(2.09),3,PROPN
stomach,998,4.71,(2.12),4.04,(2.55),4.67,(1.58),37,NOUN
stool,999,5.0,(1.88),4.52,(2.18),4.67,(1.77),8,NOUN
storm,1000,4.62,(2.25),5.38,(2.25),4.24,(2.26),26,NOUN
stove,1001,4.62,(1.77),4.69,(2.40),5.64,(2.16),15,NOUN
street,412,5.19,(0.63),3.19,(1.96),4.65,(1.38),244,PROPN
stress,413,2.0,(1.48),7.47,(2.42),3.58,(2.46),107,NOUN
strong,414,6.91,(1.47),5.83,(2.29),7.09,(2.19),202,VERB
stupid,415,2.1,(1.19),4.97,(2.64),2.57,(1.85),24,VERB
subdued,416,4.54,(1.43),2.93,(1.94),3.68,(1.42),8,VERB
success,417,8.35,(0.93),6.04,(2.84),7.35,(2.39),93,VERB
suffocate,418,1.52,(1.08),6.57,(2.97),3.0,(2.86),1,NOUN
sugar,1002,7.05,(1.68),5.14,(2.61),5.68,(1.39),34,NOUN
suicide,419,1.0,(0.00),6.2,(3.25),3.15,(3.10),17,NOUN
sun,532,8.12,(1.48),5.27,(2.92),6.73,(1.76),112,NOUN
sunlight,1003,8.45,(0.91),6.86,(1.71),5.86,(2.43),17,NOUN
sunrise,420,7.91,(1.47),5.04,(3.21),5.26,(2.45),10,NOUN
sunset,421,8.19,(1.10),4.23,(3.06),5.65,(1.98),14,VERB
surgery,612,2.62,(2.23),7.0,(1.92),2.58,(1.50),6,NOUN
surprised,422,7.66,(1.33),7.31,(2.02),6.22,(2.31),58,PROPN
suspicious,423,3.55,(1.28),6.45,(1.76),4.0,(2.03),13,NOUN
swamp,1004,4.9,(2.00),4.4,(2.04),4.7,(1.03),5,NOUN
sweetheart,424,8.52,(0.73),5.61,(2.74),6.09,(2.29),9,NOUN
swift,1005,6.36,(1.65),4.91,(2.49),6.27,(2.03),32,NOUN
swimmer,576,6.81,(1.63),5.46,(1.96),6.15,(1.97),.,NOUN
syphilis,425,1.45,(1.05),7.0,(2.79),3.55,(2.96),.,VERB
table,426,5.19,(0.57),2.85,(1.97),4.69,(1.64),198,NOUN
talent,427,7.65,(1.26),6.08,(1.98),6.58,(1.60),40,NOUN
tamper,1006,4.1,(2.23),5.05,(2.11),4.45,(2.39),1,PROPN
tank,613,4.42,(1.58),4.85,(1.78),4.04,(1.66),12,PROPN
taste,1007,6.64,(1.73),5.12,(2.49),5.48,(1.50),59,NOUN
taxi,1008,4.62,(1.93),3.08,(2.08),4.96,(1.55),16,NOUN
teacher,1009,5.62,(2.08),3.67,(2.50),5.17,(2.18),80,NOUN
tease,1010,3.96,(2.29),5.68,(2.41),4.29,(2.63),6,NOUN
tender,1011,7.29,(1.23),4.68,(2.51),5.33,(1.80),11,NOUN
tennis,540,6.15,(1.87),4.81,(2.79),5.5,(2.23),15,VERB
tense,428,3.58,(1.45),6.73,(1.93),5.27,(2.20),15,PROPN
termite,429,3.28,(2.44),6.42,(2.02),3.58,(1.96),.,NOUN
terrible,430,1.65,(1.13),6.69,(2.45),3.15,(2.57),45,VERB
terrific,431,8.12,(1.16),6.35,(2.52),6.45,(2.05),5,VERB
terrified,432,1.69,(1.23),8.08,(2.23),2.88,(2.82),7,VERB
terrorist,614,1.42,(0.86),7.77,(1.88),2.42,(2.16),.,VERB
thankful,433,7.16,(2.30),4.31,(2.35),5.16,(2.05),6,NOUN
theory,434,5.2,(1.47),4.45,(1.79),4.9,(1.83),129,PROPN
thermometer,1012,4.67,(1.20),4.09,(2.04),4.24,(1.48),.,VERB
thief,435,1.5,(1.08),7.19,(1.94),3.25,(2.36),8,PROPN
thorn,436,3.68,(1.73),5.12,(2.11),4.44,(1.33),3,VERB
thought,1013,6.8,(1.44),4.85,(2.68),6.4,(1.67),515,VERB
thoughtful,437,7.85,(1.09),5.15,(2.58),5.8,(2.17),11,NOUN
thrill,438,7.85,(1.41),7.81,(1.90),6.54,(2.02),5,PROPN
tidy,1014,6.32,(1.93),4.36,(2.16),5.88,(2.14),1,NOUN
time,439,5.38,(2.08),4.24,(2.62),4.28,(2.21),1599,NOUN
timid,440,3.9,(1.63),4.66,(2.18),3.03,(1.97),5,NOUN
tobacco,441,3.23,(2.16),4.92,(2.65),4.27,(2.32),19,ADP
tomb,442,2.55,(1.82),5.05,(2.72),3.3,(1.95),11,NOUN
tool,1015,4.91,(1.27),3.91,(1.63),5.0,(1.48),40,VERB
toothache,443,1.97,(1.18),5.43,(2.50),3.64,(1.52),.,ADV
tornado,444,2.29,(1.54),7.03,(2.40),3.82,(2.26),1,PROPN
torture,445,1.58,(0.77),7.11,(2.35),3.5,(2.86),3,PROPN
tower,1016,5.35,(0.88),3.5,(2.24),5.2,(1.77),13,VERB
toxic,446,2.14,(1.48),6.61,(2.31),4.5,(2.47),3,VERB
toy,1017,7.0,(1.98),4.58,(2.83),5.67,(1.74),4,NOUN
tragedy,447,1.5,(0.86),6.31,(2.95),3.28,(2.54),49,NOUN
traitor,448,2.25,(1.83),6.1,(2.47),4.25,(2.65),2,NOUN
trash,615,2.88,(1.56),4.35,(1.83),5.58,(1.77),2,PROPN
trauma,616,1.77,(1.11),6.54,(2.04),2.88,(1.93),1,NOUN
travel,1018,7.6,(1.76),6.35,(2.62),6.2,(2.26),61,ADV
treasure,449,8.1,(0.97),6.15,(2.80),6.4,(2.30),4,NOUN
treat,1019,7.5,(1.26),5.71,(2.24),6.19,(1.91),26,VERB
tree,450,6.28,(1.62),3.75,(2.34),4.79,(2.22),59,NOUN
triumph,451,8.28,(1.34),5.62,(2.87),7.15,(2.43),22,NOUN
triumphant,452,8.83,(0.83),7.04,(2.40),7.0,(2.26),5,VERB
trophy,453,7.73,(1.25),5.23,(2.60),6.65,(2.30),8,VERB
trouble,454,2.65,(1.77),7.3,(1.96),4.96,(2.57),134,PROPN
troubled,455,2.0,(1.20),6.28,(2.19),3.76,(2.35),31,VERB
truck,577,4.96,(1.95),4.96,(2.03),5.15,(1.89),57,VERB
trumpet,456,5.7,(1.30),4.8,(2.04),4.55,(1.36),7,NOUN
trunk,1020,5.16,(1.62),4.35,(2.28),5.32,(1.77),8,NOUN
trust,457,7.21,(2.48),5.31,(2.92),7.07,(1.83),52,NOUN
truth,458,7.96,(1.18),5.04,(2.86),6.44,(1.85),126,NOUN
tumor,459,1.77,(1.70),7.12,(2.93),3.23,(2.44),17,PROPN
tune,1021,7.45,(1.22),4.55,(2.15),5.55,(1.57),10,PROPN
twilight,1022,7.5,(1.79),4.54,(2.47),5.62,(1.92),4,VERB
ugly,460,2.39,(1.31),5.57,(2.33),4.22,(2.61),21,VERB
ulcer,461,1.72,(1.10),6.04,(2.62),4.11,(2.02),5,VERB
umbrella,578,5.12,(1.67),4.32,(1.65),5.2,(2.06),8,VERB
unfaithful,462,1.85,(1.43),6.62,(2.89),2.85,(2.74),1,VERB
unhappy,463,1.35,(0.78),4.26,(2.53),3.7,(2.75),26,NOUN
unit,1023,5.5,(1.59),3.21,(2.19),4.67,(1.09),103,VERB
untroubled,464,7.65,(1.37),4.13,(2.44),5.7,(2.60),.,VERB
upset,465,2.0,(1.17),6.25,(1.94),3.9,(2.40),14,VERB
urine,617,3.65,(1.67),4.23,(1.99),5.38,(1.94),1,VERB
useful,466,7.38,(1.36),4.2,(2.61),6.0,(2.06),58,VERB
useless,467,1.89,(1.28),4.75,(2.52),3.44,(2.71),17,VERB
utensil,1024,5.4,(0.94),3.4,(1.93),4.95,(0.83),.,VERB
vacation,468,8.38,(1.21),6.1,(2.88),7.0,(2.15),47,VERB
vagina,1025,4.9,(0.72),3.95,(1.90),5.45,(1.54),10,PROPN
valentine,469,8.23,(1.34),6.12,(2.94),6.15,(2.41),2,VERB
vampire,470,3.92,(1.96),6.46,(2.30),4.92,(2.72),1,VERB
vandal,471,2.32,(1.86),6.76,(1.48),3.24,(2.45),1,NOUN
vanity,472,4.29,(1.79),5.0,(2.32),4.91,(2.04),7,VERB
vehicle,473,6.15,(2.65),4.38,(3.10),5.56,(2.86),35,VERB
venom,474,1.8,(0.89),6.55,(2.46),3.6,(2.30),2,VERB
vest,1026,5.46,(1.42),3.69,(2.22),5.08,(0.74),4,NOUN
victim,618,1.92,(1.32),6.12,(2.23),1.92,(1.13),27,VERB
victory,475,8.6,(0.91),6.88,(2.97),7.42,(2.06),61,VERB
vigorous,476,6.74,(1.61),6.38,(2.56),5.52,(2.31),29,VERB
village,477,5.95,(1.47),3.9,(1.59),4.7,(1.13),72,NOUN
violent,478,1.48,(0.79),7.26,(2.26),5.04,(2.69),33,NOUN
violin,579,5.96,(1.75),3.42,(2.37),5.54,(1.98),11,NOUN
virgin,1027,6.62,(1.66),4.73,(1.64),6.67,(2.33),35,NUM
virtue,479,6.27,(2.34),4.0,(2.58),6.35,(1.85),30,VERB
vision,480,6.5,(1.95),4.75,(2.50),6.03,(2.18),56,NOUN
volcano,619,4.58,(2.04),6.23,(2.07),3.12,(1.80),2,VERB
vomit,481,1.96,(1.46),5.62,(2.89),3.42,(2.40),3,NOUN
voyage,1028,6.15,(2.13),5.42,(2.12),4.69,(1.78),17,VERB
wagon,1029,5.41,(1.05),3.91,(1.77),4.91,(0.43),55,PROPN
war,482,1.46,(0.81),7.28,(2.44),3.48,(2.82),464,NOUN
warmth,483,7.65,(1.96),3.38,(2.28),5.81,(1.92),28,PROPN
wasp,484,3.35,(1.64),5.57,(2.23),3.7,(1.64),2,VERB
waste,485,2.58,(1.36),3.76,(1.85),4.46,(1.82),35,NOUN
watch,580,5.54,(1.50),4.12,(1.68),5.35,(2.10),81,VERB
water,486,6.39,(1.80),4.87,(2.36),5.13,(1.89),442,PROPN
waterfall,487,8.12,(0.91),4.54,(2.93),5.31,(2.02),2,NOUN
wealthy,488,7.75,(1.34),6.03,(2.62),6.68,(2.65),12,NOUN
weapon,489,3.4,(1.90),6.05,(2.14),4.6,(2.85),42,NOUN
weary,490,3.54,(2.08),3.8,(2.42),3.88,(2.09),17,NOUN
wedding,491,8.3,(0.97),5.91,(3.06),6.91,(2.09),32,NOUN
whistle,1030,5.86,(1.25),4.9,(2.17),5.38,(1.94),4,PROPN
white,542,6.54,(1.70),4.77,(2.27),5.96,(1.93),365,NOUN
whore,492,1.61,(1.37),5.54,(3.01),4.1,(2.81),2,VERB
wicked,493,2.97,(2.58),6.37,(2.43),4.53,(2.92),9,NOUN
wife,1031,6.59,(1.89),4.27,(2.31),5.5,(1.63),228,PROPN
win,494,8.4,(0.99),7.2,(2.71),7.6,(2.14),55,NOUN
windmill,1032,6.1,(1.21),3.45,(1.85),5.25,(0.72),1,NOUN
window,495,5.87,(1.29),3.87,(2.03),4.96,(1.72),119,PROPN
wine,496,6.25,(2.42),4.72,(2.48),5.56,(2.38),72,PROPN
wink,1033,7.12,(2.07),5.92,(2.78),5.56,(2.02),7,PROPN
wise,497,7.77,(1.15),3.77,(2.88),7.23,(2.35),36,VERB
wish,1034,7.32,(2.25),5.32,(2.73),5.12,(2.24),110,VERB
wit,1035,7.32,(2.29),5.24,(2.49),6.65,(2.06),20,NOUN
woman,498,6.42,(1.90),4.52,(2.55),6.5,(1.66),224,PROPN
wonder,499,6.22,(1.62),4.87,(2.36),5.09,(2.23),67,NOUN
world,500,6.69,(2.19),5.52,(2.37),5.21,(2.44),787,VERB
wounds,620,2.08,(1.29),5.85,(2.01),3.85,(1.67),8,NOUN
writer,1036,6.05,(2.06),5.38,(2.54),4.9,(1.84),73,VERB
yacht,1037,6.55,(1.85),5.35,(2.89),5.9,(2.20),4,VERB
yellow,545,5.58,(2.02),4.77,(1.99),5.38,(1.83),55,NOUN
young,1038,7.0,(2.48),5.54,(2.63),5.04,(2.65),385,VERB
youth,1039,6.68,(2.73),5.81,(2.70),4.56,(2.75),82,PRON
zest,1040,7.0,(2.43),5.52,(2.96),5.88,(2.33),5,PROPN
